variable_name,variable_description,variable_source,form_location,variable_coverage,form_scope,variable_datatype
F9_08_REV_OTH_EVNT_NET_TOT,Special events net income (or loss) (F990-PC-PART-08-LINE-08C-09C-COL-A-COMBINED: F990-EZ-PART-01-LINE-06D),PZ,F990-EZ-PART-01-LINE-06D,1989-2019,PZ-501CE,integer;numeric
F9_08_REV_OTH_FUNDR_DIRECT_EXP,Direct expenses,PZ,F990-PC-PART-08-LINE-08B,2009-2022,PZ-501CE,integer
F9_08_REV_OTH_FUNDR_EVNT_1,IRS990 - 8a-1,PZ,"F990-EZ-PART-01-LINE-06B-1;
F990-PC-PART-08-LINE-08A-1",2009-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_FUNDR_NET_TOT,Net Income From Fundraising Events - Total revenue,PZ,F990-PC-PART-08-LINE-08C-COL-A,2009-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_GAMING,Gross income from gaming activities,PZ,"F990-EZ-PART-01-LINE-06A;
F990-PC-PART-08-LINE-09A",1995-2022,PZ-501CE,integer;integer64;numeric
F9_08_REV_OTH_GAMING_DIRECT_EXP,Direct expenses,PZ,F990-PC-PART-08-LINE-09B,2009-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_GAMING_NET_TOT,Net Income From Gaming - Total revenue,PZ,F990-PC-PART-08-LINE-09C-COL-A,2009-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_INVEST_BOND_TOT,Income From Invest Bond Proceeds - Total revenue,PC,F990-PC-PART-08-LINE-04-COL-A,2009-2022,PZ-501CE,integer
F9_08_REV_OTH_INVEST_INCOME_TOT,Invest income,PZ,"F990-EZ-PART-01-LINE-04;
F990-PC-PART-08-LINE-03-COL-A",1998-2022,PZ-501CE,integer;integer64;numeric
F9_08_REV_OTH_INV_COST_GOODS,Less: cost of goods sold,PZ,"F990-EZ-PART-01-LINE-07B;
F990-PC-PART-08-LINE-10B",1989-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_INV_GRO_SALE,gross sales of inventory,PZ,"F990-EZ-PART-01-LINE-07A;
F990-PC-PART-08-LINE-10A",1995-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_INV_NET_TOT,Gross profit (or loss) from sales of inventory,PZ,"F990-EZ-PART-01-LINE-07C;
F990-PC-PART-08-LINE-10C-COL-A",1989-2022,PZ-501CE,integer
F9_08_REV_OTH_RENT_GRO_PERS,Gross Rents - Amount,PC,F990-PC-PART-08-LINE-06A-COL-ii,2009-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_RENT_GRO_REAL,Gross Rents - Real amount,PC,F990-PC-PART-08-LINE-06A-COL-i,2009-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_RENT_INCOME_PERS,Rental Income Or Loss - Amount,PC,F990-PC-PART-08-LINE-06C-COL-ii,2009-2022,PZ-501CE,integer;integer64
F9_08_REV_OTH_RENT_INCOME_REAL,Rental Income Or Loss - Real amount,PC,F990-PC-PART-08-LINE-06C-COL-i,2009-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_RENT_LESS_EXP_PERS,Less Rental Expenses - Amount,PC,F990-PC-PART-08-LINE-06B-COL-ii,2009-2022,PZ-501CE,integer
F9_08_REV_OTH_RENT_LESS_EXP_REAL,Less Rental Expenses - Real amount,PC,F990-PC-PART-08-LINE-06B-COL-i,2009-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_RENT_NET_TOT,Net Rental Income Or Loss - Total revenue,PC,F990-PC-PART-08-LINE-06D-COL-A,1998-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_ROY_TOT,Royalties Revenue - Total revenue,PC,F990-PC-PART-08-LINE-05-COL-A,2009-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_SALE_ASSET,Gross amount from sale of assets other than inventory (F990-PC-PART-08-LINE-07A-COL-i-ii-COMBINED: F990-EZ-PART-01-LINE-05A),PZ,F990-EZ-PART-01-LINE-05A,1995-1999; 2020-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_SALE_ASSET_OTH,Gross Amount Sales Assets - Other amount,PZ,F990-PC-PART-08-LINE-07A-COL-ii,1998-2022,PZ-501CE,integer;integer64;numeric
F9_08_REV_OTH_SALE_ASSET_SEC,Securities amount,"PC;
PZ",F990-PC-PART-08-LINE-07A-COL-i,1989-2022,PZ-501CE,integer64;numeric
F9_08_REV_OTH_SALE_GAIN_NET_TOT,Gain or (loss) from sale of assets other than inventory,PZ,"F990-EZ-PART-01-LINE-05C;
F990-PC-PART-08-LINE-07D-COL-A",1995-1999; 2009-2022,PZ-501CE,integer;integer64;numeric
F9_08_REV_OTH_SALE_GAIN_OTH,Gain Or Loss - Other amount,PC,F990-PC-PART-08-LINE-07C-COL-ii,1998-2022,PZ-501CE,integer;numeric
F9_08_REV_OTH_SALE_GAIN_SEC,Securities amount,PC,F990-PC-PART-08-LINE-07C-COL-i,1995-2022,PZ-501CE,integer;integer64;numeric
F9_08_REV_OTH_SALE_LESS_COST,Cost or other basis and sales expenses (F990-PC-PART-08-LINE-07B-COL-i-ii-COMBINED: F990-EZ-PART-01-LINE-05B),PZ,F990-EZ-PART-01-LINE-05B,1989-1999; 2020-2022,PZ-501CE,integer64;integer
F9_08_REV_OTH_SALE_LESS_COST_OTH,Less Cost Oth Basis Sales Expenses - Other amount,PZ,F990-PC-PART-08-LINE-07B-COL-ii,1998-2022,PZ-501CE,integer;integer64;numeric
F9_08_REV_OTH_SALE_LESS_COST_SEC,Securities amount,PZ,F990-PC-PART-08-LINE-07B-COL-i,1989-2022,PZ-501CE,integer64;numeric
F9_08_REV_PROG_BIZCODE,Program Service Revenue - Business code,PC,F990-PC-PART-08-LINE-02-ABCDE-COL-BIZCODE,2020-2022,PZ-501CE,integer
F9_08_REV_PROG_OTH_TOT,Total Oth Program Service Revenue - Total revenue,PC,F990-PC-PART-08-LINE-02F-COL-A,2020-2022,PZ-501CE,integer;numeric
F9_08_REV_PROG_TOT,Program Service Revenue - Total revenue,PC,F990-PC-PART-08-LINE-02-ABCDE-COL-A,2020-2022,PZ-501CE,integer64;integer
F9_08_REV_PROG_TOT_TOT,Program service revenue total,PC,F990-PC-PART-08-LINE-02G-COL-A,1998-2022,PZ-501CE,integer;integer64;numeric
F9_08_REV_TOT_TOT,Total Revenue - Total revenue,PC,F990-PC-PART-08-LINE-12-COL-A,1998-2022,PZ-501CE,integer;integer64;numeric
F9_09_EXP_AD_PROMO_TOT,Advertising and promotion - total expense,PC,F990-PC-PART-09-LINE-12-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_BEN_PAID_MEMB_TOT,Benefits Paid to or for Members - Total Expense,PZ,F990-PC-PART-09-LINE-04-COL-A,2020-2022,PZ-501CE,numeric
F9_09_EXP_COMP_DSQ_PERS_TOT,"Compensation not included above, or to disqualified persons - Total Expense",PC,F990-PC-PART-09-LINE-06-COL-A,2020-2022,PZ-501CE,integer;numeric
F9_09_EXP_COMP_DTK_TOT,"Compensation for Current Officers, Directors, Trustees and Key Employees - Total Expense",PC,F990-PC-PART-09-LINE-05-COL-A,1989-2022,PZ-501CE,integer;integer64;numeric
F9_09_EXP_CONF_MEETING_TOT,"Conferences, conventions, and meetings- total expense",PC,F990-PC-PART-09-LINE-19-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_DEPREC_TOT,"Depreciation, depletion, and amortization",PC,F990-PC-PART-09-LINE-22-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_FEE_SVC_ACC_TOT,Fees for Services - Accounting - Total Expense,PC,F990-PC-PART-09-LINE-11C-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_FEE_SVC_FUNDR_TOT,Fees for Professional Fundraising Services - Total Expense,PC,F990-PC-PART-09-LINE-11E-COL-A,1989-2022,PZ-501CE,integer;integer64;numeric
F9_09_EXP_FEE_SVC_INVEST_TOT,Investment Management Fees - Total Expense,PC,F990-PC-PART-09-LINE-11F-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_FEE_SVC_LEGAL_TOT,Fees for Services - Legal - Total Expense,PC,F990-PC-PART-09-LINE-11B-COL-A,2020-2022,PZ-501CE,numeric
F9_09_EXP_FEE_SVC_LOB_TOT,Fees for Services - Lobbying - Total Expense,PC,F990-PC-PART-09-LINE-11D-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_FEE_SVC_MGMT_TOT,Fees for Services - Management - Total Expense,PC,F990-PC-PART-09-LINE-11A-COL-A,2020-2022,PZ-501CE,numeric
F9_09_EXP_FEE_SVC_OTH_TOT,Fees for Services - Other - Total Expense,PC,F990-PC-PART-09-LINE-11G-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_GRANT_FRGN_TOT,total Grants to Foreign Orgs and Governments - Total Expense,PC,F990-PC-PART-09-LINE-03-COL-A,2020-2022,PZ-501CE,numeric
F9_09_EXP_GRANT_US_INDIV_TOT,Grants To Domestic Individuals - Total,PC,F990-PC-PART-09-LINE-02-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_GRANT_US_ORG_TOT,Grants To Domestic Orgs - Total,PZ,F990-PC-PART-09-LINE-01-COL-A,2020-2022,PZ-501CE,numeric
F9_09_EXP_INFO_TECH_TOT,Information Technology - Total,PC,F990-PC-PART-09-LINE-14-COL-A,2020-2022,PZ-501CE,integer
F9_09_EXP_INSURANCE_TOT,Insurance - Total,PC,F990-PC-PART-09-LINE-23-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_INT_TOT,Interest - Total,PC,F990-PC-PART-09-LINE-20-COL-A,2020-2022,PZ-501CE,integer;numeric
F9_09_EXP_OCCUPANCY_TOT,Occupancy; rent; utilities; and maintenance,PZ,"F990-EZ-PART-01-LINE-14;
F990-PC-PART-09-LINE-16-COL-A",2020-2022,PZ-501CE,numeric
F9_09_EXP_OFFICE_TOT,Office Expenses - Total,PZ,F990-PC-PART-09-LINE-13-COL-A,2020-2022,PZ-501CE,integer;numeric
F9_09_EXP_OTH_EMPL_BEN_TOT,Other Employee Benefits - Total,PC,F990-PC-PART-09-LINE-09-COL-A,2020-2022,PZ-501CE,integer
F9_09_EXP_OTH_OTH_TOT,Other expenses - total expense,PC,F990-PC-PART-09-LINE-24E-COL-A,2020-2022,PZ-501CE,integer
F9_09_EXP_OTH_SAL_WAGE_TOT,Other Salaries And Wages - Total,PC,F990-PC-PART-09-LINE-07-COL-A,1995-2022,PZ-501CE,integer;integer64;numeric
F9_09_EXP_OTH_TOT,Other Expenses - Total,PC,F990-PC-PART-09-LINE-24-ABCD-COL-A,2020-2022,PZ-501CE,numeric
F9_09_EXP_PAYROLL_TAX_TOT,Payroll Taxes - Total,PC,F990-PC-PART-09-LINE-10-COL-A,1995-2022,PZ-501CE,integer;numeric
F9_09_EXP_PAY_AFFIL_TOT,Payments To Affiliates - Total,PC,F990-PC-PART-09-LINE-21-COL-A,2020-2022,PZ-501CE,numeric
F9_09_EXP_PENSION_CONTR_TOT,Pension Plan Contributions - Total,PC,F990-PC-PART-09-LINE-08-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_ROY_TOT,Royalties - Total,PC,F990-PC-PART-09-LINE-15-COL-A,2020-2022,PZ-501CE,numeric;integer
F9_09_EXP_TOT_FUNDR,Total Functional Expenses - Fundraising,PC,F990-PC-PART-09-LINE-25-COL-D,1989-1999,PZ-501CE,integer;integer64
F9_09_EXP_TOT_TOT,Total Functional Expenses - Total,PC,F990-PC-PART-09-LINE-25-COL-A,1998-2022,PZ-501CE,integer;integer64;numeric
F9_09_EXP_TRAVEL_ENTMT_TOT,Travel Entrtnmnt Public Officials - Total,PC,F990-PC-PART-09-LINE-18-COL-A,2020-2022,PZ-501CE,integer
F9_09_EXP_TRAVEL_TOT,Travel - Total,PC,F990-PC-PART-09-LINE-17-COL-A,2020-2022,PZ-501CE,integer
F9_10_ASSET_ACC_NET_EOY,"Net accounts receivable, end of year",PC,F990-PC-PART-10-LINE-04-EOY,2020-2022,PZ-501CE,numeric
F9_10_ASSET_CASH_EOY,"Cash, non-interest-bearing, end of year",PZ,F990-PC-PART-10-LINE-01-EOY,2020-2022,PZ-501CE,numeric;integer
F9_10_ASSET_EXP_PREPAID_EOY,Ending of year,PC,F990-PC-PART-10-LINE-09-EOY,2020-2022,PZ-501CE,numeric;integer
F9_10_ASSET_INTANGIBLE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-14-EOY,2020-2022,PZ-501CE,numeric
F9_10_ASSET_INVEST_PROG_RLTD_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-13-EOY,2020-2022,PZ-501CE,numeric
F9_10_ASSET_INVEST_SEC_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-11-EOY,1998-2010; 2020-2022,PZ-501CE,integer;integer64;numeric
F9_10_ASSET_INVEST_SEC_OTH_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-12-EOY,1998-2010; 2020-2022,PZ-501CE,integer;numeric
F9_10_ASSET_INV_SALE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-08-EOY,2020-2022,PZ-501CE,integer
F9_10_ASSET_LAND_BLDG_DEPREC,Less: accumulated depreciation,PC,F990-PC-PART-10-LINE-10B,2020-2022,PZ-501CE,numeric
F9_10_ASSET_LOAN_DSQ_PERS_EOY,Ending of year,PC,F990-PC-PART-10-LINE-06-EOY,2020-2022,PZ-501CE,numeric;integer
F9_10_ASSET_LOAN_OFF_EOY,Ending of year,PC,F990-PC-PART-10-LINE-05-EOY,2020-2022,PZ-501CE,numeric;integer
F9_10_ASSET_NOTE_LOAN_NET_EOY,Ending of year,PC,F990-PC-PART-10-LINE-07-EOY,2020-2022,PZ-501CE,numeric
F9_10_ASSET_OTH_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-15-EOY,2020-2022,PZ-501CE,numeric
F9_10_ASSET_PLEDGE_NET_EOY,Ending of year,PC,F990-PC-PART-10-LINE-03-EOY,2020-2022,PZ-501CE,numeric;integer
F9_10_ASSET_SAVING_EOY,Ending of year,PZ,F990-PC-PART-10-LINE-02-EOY,2020-2022,PZ-501CE,numeric
F9_10_ASSET_TOT_BOY,"Total assets, beginning of year",PZ,"F990-EZ-PART-02-LINE-25-BOY;
F990-PC-PART-10-LINE-16-BOY",1989-2019,PZ-501CE,integer64
F9_10_ASSET_TOT_EOY,"Total assets, end of year",PZ,"F990-EZ-PART-02-LINE-25-EOY;
F990-PC-PART-10-LINE-16-EOY",1989-2022,PZ-501CE,integer64;numeric
F9_10_LIAB_ACC_PAYABLE_EOY,"Accounts payable and accrued expenses, end of year",PC,F990-PC-PART-10-LINE-17-EOY,2020-2022,PZ-501CE,numeric
F9_10_LIAB_ESCROW_ACC_EOY,"Escrow or custodial account liability, end of year",PC,F990-PC-PART-10-LINE-21-EOY,2020-2022,PZ-501CE,numeric;integer
F9_10_LIAB_GRANT_PAYABLE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-18-EOY,2020-2022,PZ-501CE,numeric
F9_10_LIAB_LOAN_OFF_EOY,Ending of year,PC,F990-PC-PART-10-LINE-22-EOY,2020-2022,PZ-501CE,numeric
F9_10_LIAB_MTG_NOTE_BOY,Beginnning of year,PC,F990-PC-PART-10-LINE-23-BOY,1995-2019,PZ-501CE,integer;integer64
F9_10_LIAB_MTG_NOTE_EOY,Ending of year,PC,F990-PC-PART-10-LINE-23-EOY,1995-2022,PZ-501CE,integer;integer64;numeric
F9_10_LIAB_NOTE_UNSEC_EOY,Ending of year,PC,F990-PC-PART-10-LINE-24-EOY,2009-2022,PZ-501CE,integer;integer64;numeric
F9_10_LIAB_OTH_EOY,Ending of year,PC,F990-PC-PART-10-LINE-25-EOY,2020-2022,PZ-501CE,numeric
F9_10_LIAB_REV_DEFERRED_EOY,"Deferred revenue, end of year",PC,F990-PC-PART-10-LINE-19-EOY,2020-2022,PZ-501CE,numeric
F9_10_LIAB_TAX_EXEMPT_BOND_BOY,Beginnning of year,PC,F990-PC-PART-10-LINE-20-BOY,1995-2019,PZ-501CE,integer;integer64
F9_10_LIAB_TAX_EXEMPT_BOND_EOY,Ending of year,PC,F990-PC-PART-10-LINE-20-EOY,1995-2022,PZ-501CE,integer;numeric
F9_10_LIAB_TOT_BOY,"Total liabilities, beginning of year",PZ,"F990-EZ-PART-02-LINE-26-BOY;
F990-PC-PART-10-LINE-26-BOY",1989-2019,PZ-501CE,integer64
F9_10_LIAB_TOT_EOY,"Total liabilities, end of year",PZ,"F990-EZ-PART-02-LINE-26-EOY;
F990-PC-PART-10-LINE-26-EOY",1989-2022,PZ-501CE,integer64;numeric
F9_10_NAFB_CAP_STCK_EOY,"Capital stock or trust principal, or current funds, end of year",PC,F990-PC-PART-10-LINE-30-EOY,2020-2022,PZ-501CE,numeric
F9_10_NAFB_CAP_SURPLUS_EOY,Ending of year,PC,F990-PC-PART-10-LINE-31-EOY,2020-2022,PZ-501CE,numeric
F9_10_NAFB_EARNING_RETAINED_BOY,Beginnning of year,PC,F990-PC-PART-10-LINE-32-BOY,1998-2019,PZ-501CE,integer;integer64
F9_10_NAFB_EARNING_RETAINED_EOY,Ending of year,PC,F990-PC-PART-10-LINE-32-EOY,1989-2022,PZ-501CE,integer;integer64;numeric
F9_10_NAFB_RESTRICT_PERM_EOY,Ending of year,PC,F990-PC-PART-10-LINE-29-EOY,2020-2022,PZ-501CE,integer
F9_10_NAFB_RESTRICT_TEMP_EOY,Ending of year,PC,F990-PC-PART-10-LINE-28-EOY,2020-2022,PZ-501CE,numeric
F9_10_NAFB_TOT_BOY,"Net assets or fund balances, beginning of year",PZ,"F990-EZ-PART-02-LINE-27-BOY;
F990-PC-PART-10-LINE-33-BOY",1995-2019,PZ-501CE,integer;integer64
F9_10_NAFB_TOT_EOY,"Net assets or fund balances, end of year",PZ,"F990-EZ-PART-02-LINE-27-EOY;
F990-PC-PART-10-LINE-33-EOY",2020-2022,PZ-501CE,numeric;integer64
F9_10_NAFB_TOT_LIAB_NAFB_EOY,Ending of year,PC,F990-PC-PART-10-LINE-34-EOY,2020-2022,PZ-501CE,numeric
F9_10_NAFB_UNRESTRICT_EOY,Ending of year,PC,F990-PC-PART-10-LINE-27-EOY,2020-2022,PZ-501CE,numeric;integer64
F9_11_RECO_OTH_CHANGE_NAFB,Other changes in net assets,PZ,"F990-EZ-PART-01-LINE-20;
F990-PC-PART-11-LINE-09",1995-2022,PZ-501CE,integer;integer64;numeric
GEO_ZIP5,5-digit Zip Code,NA,NA,1989-2019,PZ-501CE,character;integer
MISSION_NTEE,NTEE Codes,NA,NA,1989-2019,PZ-501CE,character
RTRN_ID,Unique ID,NA,NA,,PZ-501CE,
SA_01_PCSTAT_ORG_AMT_SUPPORT,Amount of support,PZ,SCHED-A-PART-01-LINE-12G-COL-v,2020-2022,PZ-501CE,numeric;integer
SA_01_PCSTAT_SUPPORT_ORG_NUM,Number of supported organizations,PZ,SCHED-A-PART-01-LINE-12F,2020-2022,PZ-501CE,integer
SA_02_PUB_CONTR_SBST_TOT,Amounts from substantial contributors total,PZ,SCHED-A-PART-02-SECTION-A-LINE-05-COL-F,2020-2022,PZ-501CE,integer
SA_02_PUB_GIFT_GRANT_CONTR_CY,Current tax year,PZ,SCHED-A-PART-02-SECTION-A-LINE-01-COL-E,1998-2010,PZ-501CE,integer;integer64
SA_02_PUB_GIFT_GRANT_CONTR_TOT,Gifts Grants Contri Rcvd170 Grp - Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-01-COL-F,2009-2022,PZ-501CE,integer;numeric
SA_02_PUB_SUPPORT_TOT,Public Support Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-06-COL-F,2020-2022,PZ-501CE,integer;numeric
SA_02_PUB_TAXREV_LEVIED_TOT,Tax Rev Levied For Org Benefit170 - Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-02-COL-F,2009-2022,PZ-501CE,integer;numeric
SA_02_PUB_TOT_L123_TOT,Total - Total - Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-04-COL-F,2020-2022,PZ-501CE,integer;numeric
SA_02_PUB_VALUE_SVC_GOVT_TOT,Govt Furn Srvc Fclts Vl170 Grp - Total,PZ,SCHED-A-PART-02-SECTION-A-LINE-03-COL-F,1998-2022,PZ-501CE,integer
SA_02_TOT_AMT_L4_CY_TOT,Amounts From Line4 - Total,PZ,SCHED-A-PART-02-SECTION-B-LINE-07-COL-F,2020-2022,PZ-501CE,integer;numeric
SA_02_TOT_GRO_RCPT_RLTD_ACTS,Gross receipts from admissions; merchandise sold or services performed; or furnishing of facilities in any activity that is related to the organization's tax-exempt purpose,PZ,SCHED-A-PART-02-SECTION-B-LINE-12,1998-2022,PZ-501CE,integer;integer64
SA_02_TOT_INCOME_GRO_TOT,Gross Investment Income - Total,PZ,SCHED-A-PART-02-SECTION-B-LINE-08-COL-F,2009-2022,PZ-501CE,integer
SA_02_TOT_INCOME_NET_UBIZ_TOT,Net UBI - Total,PZ,SCHED-A-PART-02-SECTION-B-LINE-09-COL-F,2020-2022,PZ-501CE,integer
SA_02_TOT_INCOME_OTH_TOT,Other Income - Total,PZ,SCHED-A-PART-02-SECTION-B-LINE-10-COL-F,1995-1999; 2020-2022,PZ-501CE,integer
SA_02_TOT_SUPPORT_TOT,Form990 Schedule APart II - Total support,PZ,SCHED-A-PART-02-SECTION-B-LINE-11-COL-F,1995-1999; 2020-2022,PZ-501CE,integer;numeric
SA_03_PUB_ADD_L7AB_TOT,Subst And Dsqlfy Prsns Tot Grp - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-07C-COL-F,2020-2022,PZ-501CE,integer
SA_03_PUB_AMT_CONTR_SBST_TOT,Amts From Subst Contributors - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-07B-COL-F,2020-2022,PZ-501CE,integer
SA_03_PUB_AMT_PERS_DSQ_TOT,Amounts Rcvd Dsqlfy Person Grp - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-07A-COL-F,2020-2022,PZ-501CE,integer
SA_03_PUB_GIFT_GRANT_CONTR_TOT,Gifts Grants Contrib Received - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-01-COL-F,1998-2022,PZ-501CE,integer;numeric
SA_03_PUB_GRO_RCPT_ADM_TOT,Gross Receipts Admissions Grp - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-02-COL-F,2009-2022,PZ-501CE,integer
SA_03_PUB_GRO_RCPT_NONUBIZ_TOT,Gross Receipts From Non UBI - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-03-COL-F,1995-1999; 2020-2022,PZ-501CE,integer
SA_03_PUB_SUPPORT_TOT,Public support total,PZ,SCHED-A-PART-03-SECTION-A-LINE-08-COL-F,2020-2022,PZ-501CE,integer;numeric
SA_03_PUB_TAXREV_LEVIED_TOT,Tax Rev Levied For Org Benefit509 - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-04-COL-F,2009-2022,PZ-501CE,integer
SA_03_PUB_TOT_L1_5_TOT,Total - Total - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-06-COL-F,2020-2022,PZ-501CE,integer;numeric
SA_03_PUB_VALUE_SVC_GOVT_TOT,Govt Furn Srvc Fclts Vl509 Grp - Total,PZ,SCHED-A-PART-03-SECTION-A-LINE-05-COL-F,2009-2022,PZ-501CE,integer
SA_03_TOT_ADD_L10AB_TOT,Investment Income And UBTI - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-10C-COL-F,2009-2022,PZ-501CE,integer
SA_03_TOT_AMT_L6_TOT,Amts From Line6 - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-09-COL-F,2020-2022,PZ-501CE,integer;numeric
SA_03_TOT_INCOME_GRO_TOT,Gross Investment Income - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-10A-COL-F,1998-2010; 2020-2022,PZ-501CE,integer
SA_03_TOT_INCOME_NET_UBIZ_TOT,Net Income From Other UBI - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-11-COL-F,2020-2022,PZ-501CE,integer
SA_03_TOT_INCOME_OTH_TOT,Other Income - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-12-COL-F,2020-2022,PZ-501CE,integer
SA_03_TOT_INCOME_UBIZ_TOT,Post1975 UBTI - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-10B-COL-F,2020-2022,PZ-501CE,integer
SA_03_TOT_SUPPORT_TOT,Total Support Calendar Year Grp - Total,PZ,SCHED-A-PART-03-SECTION-B-LINE-13-COL-F,1998-2022,PZ-501CE,integer;integer64
SC_02_AVE_EXP_GRASS_LOB_TOT,Grassroots Lobbying Expenditures - Total,PZ,SCHED-C-PART-02-A-LINE-02F-COL-E,1989-1999,PZ-501CE,integer
SC_02_AVE_EXP_GRASS_NONTAX_CY,Grassroots Nontaxable Amount2 - Current year,PZ,SCHED-C-PART-02-A-LINE-02D-COL-D,1995-1999,PZ-501CE,integer
SC_02_EXP_DIRECT_LOB_FILEORG,Total Direct Lobbying Expenditures - Filing Organization's Totals,PZ,SCHED-C-PART-02-A-LINE-01B-COL-A,1989-2010,PZ-501CE,integer
SC_02_EXP_GRASS_LOB_FILEORG,Total Grassroots Lobbying Expenditures - Filing Organization's Totals,PZ,SCHED-C-PART-02-A-LINE-01A-COL-A,1998-2010,PZ-501CE,integer
SC_02_EXP_GRASS_M_NONTAX_FILEORG,Total Grassroot Lobbying Minus Nontaxable - Filing Organization's Totals,PZ,SCHED-C-PART-02-A-LINE-01H-COL-A,1989-2010,PZ-501CE,integer
SC_02_EXP_GRASS_NONTAX_FILEORG,Grassroots Nontaxable Amount - Filing Organization's Totals,PZ,SCHED-C-PART-02-A-LINE-01G-COL-A,1998-2010,PZ-501CE,integer
SC_02_EXP_LOB_M_NONTAX_AFFGROUP,Total Lobbying Minus Nontaxable - Affiliated Group Totals,PZ,SCHED-C-PART-02-A-LINE-01I-COL-B,1989-1999,PZ-501CE,integer
SC_02_EXP_LOB_M_NONTAX_FILEORG,Total Lobbying Minus Nontaxable - Filing Organization's Totals,PZ,SCHED-C-PART-02-A-LINE-01I-COL-A,1998-2010,PZ-501CE,integer
SC_02_EXP_LOB_NONTAX_FILEORG,Lobbying Nontaxable Amount - Filing Organization's Totals,PZ,SCHED-C-PART-02-A-LINE-01F-COL-A,1995-2010,PZ-501CE,integer
SC_02_EXP_OTH_EXEMPT_FILEORG,Other exempt purpose expenditures - Filing Organization's Totals,PZ,SCHED-C-PART-02-A-LINE-01D-COL-A,1995-2010,PZ-501CE,integer
SC_02_EXP_TOT_LOB_FILEORG,Total lobbying expenditures - Filing organization's totals,PZ,SCHED-C-PART-02-A-LINE-01C-COL-A,2004-2010,PZ-501CE,integer
SC_02_LOB_ACT_CONTACT_LEGIS_AMT,Direct contact with legislators; their staffs; government officials; or a legislative body (only for section 501(c)(3))(Amount),PZ,SCHED-C-PART-02-B-LINE-01G-COL-B,1998-2010,PZ-501CE,integer
SR_02_RLTD_ORG_PCSTAT,Public charity status (if 501(c)(3)),PC,SCHED-R-PART-02-COL-E,1989-2019,PZ-501CE,character
TAX_YEAR,Tax Year,NA,NA,1989-2022,PZ-501CE,integer
